Latitude,Longtitude
41.21465331,29.09220911
41.19129029,29.02847398
41.23213872,29.14511152
41.24991863,29.06598205
40.91480213,29.01658062
41.20212647,28.93860497
41.04015803,29.06178356
41.19780015,29.07507032
40.96079059,29.05622297
41.14702507,29.02183146
41.15920287,29.19176477
41.05842996,29.11967939
41.12250464,29.07517199
41.24323911,29.10884987
41.18770264,28.84225627
41.06134817,28.97728959
41.06668563,29.10173038
41.13308465,29.13087221
41.15808968,28.86053254
41.12686207,28.87142187
41.18684076,29.13022062
40.98712574,29.09545456
41.24033576,28.97822211
41.17504971,28.96419137
41.19806507,29.16761266
41.10342918,28.98098225
40.91811455,29.09423852
41.23345542,29.13506706
41.10691186,28.90169847
41.1647576,29.18406679
41.11140624,28.98658608
41.03915494,29.20976683
41.07175779,29.11018187
40.99429608,28.89649914
41.00494166,29.0768398
41.12135493,29.13491921
41.10926345,28.92741493
40.97476123,29.11494565
41.09391464,28.9888977
41.17714768,28.97740101
40.96110575,28.95934169
41.13139926,28.98806262
41.03010546,29.1864345
41.22733158,28.88687632
40.92774681,29.14229829
40.97178058,29.09520596
40.99409248,28.89515525
41.01637111,28.89949806
41.14959734,29.23300726
40.99709393,28.92011102
41.15922193,28.88782484
40.93971876,29.14055064
40.99355664,29.15177375
40.96804401,29.12983276
41.01661267,28.9888822
40.9431766,28.94930769
40.94241641,29.10940635
41.00754321,28.91106471
40.984959,28.82978223
41.07133859,28.81133012
41.19690412,29.03134902
41.0839716,29.22635772
40.96919202,28.91202792
41.1367727,29.00802171
40.99190913,28.84006315
40.96752569,28.9870652
41.16609424,29.07974867
41.02958964,29.14257428
41.1559012,28.82354561
40.95350559,29.08224725
41.23218507,28.96909001
41.02701484,28.85625762
40.99926386,29.02845229
41.12333109,29.07010298
41.18791734,29.13146332
41.04828557,29.07649862
40.97971657,29.21921732
41.14475106,29.02114179
41.1464664,29.08961397
41.17989187,29.12963438
41.05538608,28.95250358
40.99040566,29.19474527
41.09315314,28.86129089
40.96209462,29.13343118
40.95212664,29.10374342
41.05778608,29.14750491
41.13914323,29.01052391
41.04032691,28.84471648
41.20143109,29.12607844
41.08431682,28.84076845
41.03332128,29.14183041
41.20664207,28.94053752
41.06943112,29.18107803
41.11177936,28.82176554
41.10581212,28.867637
41.11625518,29.1410094
40.96832015,29.14907949
41.0317932,28.98649358
41.16332521,29.10860688
41.1394021,29.22979269
41.0918786,29.23183876
41.12992965,29.2223904
41.23845986,28.9621255
41.1375797,28.88828075
40.99860576,28.85954953
41.04154872,28.87022044
41.12085752,29.14556965
40.94049887,29.05323482
41.13378139,29.10159567
41.06820893,28.89314976
41.0141871,28.9886758
41.06931102,29.00203566
41.08132392,29.09491557
41.20395156,29.12381726
41.09175708,28.89183205
41.03666372,29.19454861
40.97116991,29.09635428
41.16525802,28.93022095
41.23159957,29.11198329
41.20656734,29.12115903
41.17158173,29.09045776
41.09654372,29.05379838
40.91553443,29.09730763
40.97537692,29.21209847
40.91563208,29.06821359
41.10474226,28.99130888
41.04159024,28.88089453
41.06532108,29.10169914
41.13883868,29.12680271
41.04521905,28.97251545
41.09545462,28.86298505
41.05062424,28.83885
41.13098854,29.09101902
41.0502105,28.94425434
41.07859434,28.95407199
41.15341295,29.08120301
40.93569152,29.06905765
41.22379004,29.00857039
41.14836873,29.14123143
41.12422733,28.89209745
41.06473404,29.17697074
41.23004769,29.03582654
40.98681521,29.08516923
40.95991537,29.03524723
41.10176789,28.78952334
41.24332656,29.0459144
41.11537062,29.11193054
40.92284483,28.95086142
41.12004903,29.21245361
41.25589244,28.99100104
40.96045604,28.92628041
40.92131048,28.98924725
41.05427784,28.82795161
40.98330265,29.05209693
41.11055709,29.01155303
41.16973608,29.19357685
41.19785925,29.17490717
41.11807459,28.798382
41.18452158,29.00951866
40.91732203,29.04686244
41.19810772,29.00776926
41.03339044,29.13184312
41.04653652,28.80127073
41.0656058,28.89531492
40.99748759,29.06765984
41.00465377,29.04663112
41.15878183,29.12337815
41.1166815,28.96914809
41.20012248,29.02905619
41.03568894,29.00461006
41.09656265,28.92117731
40.98430245,29.0383551
41.12994247,29.0826013
41.06905867,29.09042963
41.03628105,29.16480153
41.06591101,29.0608201
41.20824966,28.86615814
41.0929946,29.04983371
41.07169656,29.24209554
41.04921753,29.0451024
41.10862881,28.9386262
40.90619398,29.01139418
40.98709637,28.95926808
41.11465484,28.9890146
40.94049744,29.03877766
41.15330129,28.88828017
41.07957993,29.11876038
41.06918352,29.02487162
41.19836232,29.1451494
41.16726018,29.18275173
41.10764601,28.81317094
41.13507938,28.8263547
41.05178615,28.84457115
40.97818433,28.96126195
40.96094105,28.98170751
41.00757604,28.99331384
41.05396786,28.91789109
41.04130208,28.94262825
41.10395948,28.93445728
41.18122467,28.97346571
41.11979308,29.15962713
40.91880103,29.07050717
41.1870355,29.17066124
41.07183265,29.21548153
41.2352816,29.03733418
41.15585601,29.03306874
41.00029883,28.86776599
41.16455304,29.05372307
41.04121277,29.02752237
41.24130858,28.98900871
40.9549312,28.93007138
41.03627857,28.92831595
41.18226977,29.04138963
41.02451841,28.88059324
41.0945077,28.9614399
41.08440599,29.12765443
41.10439642,29.18283593
41.04426814,29.23744837
41.07147936,28.90990093
41.01002945,28.90335368
41.14310926,28.87401857
41.15286086,28.92362639
41.08163506,28.95377847
40.9417895,29.06498239
40.92801721,28.90082261
40.98889756,28.89072599
41.09109215,28.89166573
41.22664514,29.07611272
41.19726485,29.15677694
41.14226933,29.20370642
40.98044827,29.10737627
40.94868954,29.06385353
40.96576676,29.04907773
41.2321508,28.99979873
40.97533539,28.89852856
41.23874335,29.03166045
41.15138263,29.01195235
40.9961371,29.1270663
41.23364573,28.91081213
41.22479926,29.10434958
40.93273662,29.14886661
41.00839495,28.83543683
41.10837157,29.02588656
40.93960552,28.88236703
40.98820811,29.07737786
41.07739382,28.87945334
41.0742458,28.91077773
41.25418858,28.96649449
41.20721648,28.89175671
41.12202439,28.92788002
41.0477917,28.80509707
40.95282586,28.95588426
41.20008332,29.10507088
41.05161913,29.20774858
41.15045205,29.16882451
41.21776434,29.02782804
41.1702347,29.16104999
40.96438974,29.02985304
41.15642531,28.94321868
40.93222544,28.94729124
40.94110235,29.06692011
41.21765628,28.93444624
41.10771364,28.79711323
41.25365038,29.05635754
40.97844618,28.86266326
41.12871877,29.02194375
41.00531347,29.00013632
41.07411503,29.18313681
41.19995926,29.04210648
41.11108988,28.86807866
41.17572244,29.01934695
41.09886978,28.95814501
41.15958216,28.85671292
41.03864045,29.02009517
41.03746784,28.8952612
40.98923543,29.21274443
41.01715491,28.86620453
41.05948355,29.1077132
40.91214903,29.02422843
41.1338084,29.171974
41.05993358,28.95157718
41.13477932,29.17419246
41.19229619,28.8915148
41.14825758,28.8146005
40.92800912,29.00868767
40.93994505,28.90984692
40.93261937,28.94822311
40.97951832,29.01398798
41.14034856,28.97337894
40.97596657,28.97065001
41.13941278,29.15917857
41.24243616,29.03538425
41.05192676,29.0028767
41.0799867,28.79428492
41.13255996,28.893417
41.17490447,28.94137195
41.11064161,28.96887823
41.20818749,28.94958033
41.0146703,29.18371082
40.95868436,28.98948358
41.15360168,29.01162792
41.19675352,29.02645096
41.11428257,29.05557146
41.17558291,29.03109069
41.18163674,29.14353089
41.11072451,29.02777721
40.99943099,29.1623266
41.03016139,29.02528242
41.06162157,29.23712541
41.14627749,29.08371034
41.12235373,29.08520241
41.14866537,28.92181984
41.00998888,28.80299087
41.17594062,29.15456153
41.03912348,29.14866236
41.19461984,28.97687233
41.18608653,29.14218363
40.92922796,29.10593282
41.18149051,28.95651024
41.07517095,29.00008158
41.05046968,29.06200926
41.03713236,29.05493191
41.05608667,29.12859141
41.08383449,28.88022999
41.08776303,29.02729481
40.99867877,29.01222926
41.03523959,29.12878999
41.02741813,29.21462844
41.17978348,29.19880132
41.22029325,29.04224669
41.06383077,29.1225376
41.17223856,29.05578057
41.04491073,28.87492945
41.14271754,29.13459811
41.17378683,28.82552672
41.2342798,29.06542442
40.93099173,29.0484795
41.14737294,28.97879652
41.02647203,29.18078498
41.18250218,29.063285
41.16271997,28.85641632
41.08752931,28.79651518
40.95216849,29.11193807
41.02676221,28.87307354
40.9499571,28.90658221
40.92331001,28.92059027
41.08704808,29.13696577
40.98747476,28.99599466
41.05303823,29.00891872
40.97534006,28.93118298
40.9779757,29.15339961
41.12478035,29.15534245
41.18097431,29.12303702
41.06179959,28.94825822
41.21820388,29.15117946
41.1323358,28.95804221
41.1517578,29.07557574
40.93994077,29.1314993
41.24764658,29.08101962
41.17166827,29.03464151
41.23990696,29.01963048
41.21477705,29.06154148
40.99883711,29.03543856
40.92333656,29.06445954
41.03460309,28.93944528
41.03239455,28.89583341
41.03326908,28.90742859
41.11790413,29.14023261
41.01313234,29.18091795
41.0707533,29.17074673
41.14903091,28.94165195
40.99674716,29.13138714
41.00421011,28.81171575
41.07210186,29.25623622
41.01524267,29.10923974
41.0520714,29.15907746
41.09102005,29.19505145
41.09545028,29.25971082
41.17906055,28.92783243
41.02719865,29.05189943
41.00814033,29.13002904
40.99597843,29.01304818
41.06761099,29.15936548
41.10269097,29.04833928
41.09883098,29.10453682
41.09907188,28.88106459
41.07985575,28.92053704
41.1993102,28.93591116
40.90271515,29.00295939
41.1892709,28.96178157
41.02741052,29.15675655
41.09179943,28.98368063
41.17103489,29.17941452
41.07975713,28.85227219
41.14690901,29.07308143
41.24303387,29.07553956
41.21240225,29.11575422
41.1705897,29.06204864
41.11119462,29.11431662
41.03528361,29.026006
40.9396082,29.12207805
41.15308906,29.14885553
41.19900334,29.08916407
41.06056934,29.21432646
41.14573233,28.97686573
40.985805,29.05675777
41.0359899,28.95705893
40.94678819,29.00218564
41.08979633,28.87445664
41.12313773,29.04509805
41.12220235,28.8059429
41.13231123,28.87317237
41.16250928,28.96479336
41.08658341,29.18967675
41.11232561,29.15643936
41.16830397,29.03859102
40.95476401,28.91866333
41.07969738,28.78933071
41.09862542,29.21031197
40.95722399,28.89134951
41.12776585,28.79807549
41.12616675,28.91140923
41.04406004,29.14014008
41.18236572,29.08537119
40.991783,29.09458077
41.08426391,28.93849933
40.96897632,29.07304405
41.12742558,28.84690326
41.20754733,28.9547591
41.1921934,29.00086166
41.15797796,28.93336982
41.06310855,28.92638969
41.24616897,28.95998531
41.17132972,29.12945405
41.18101131,28.84906995
40.96716551,29.00063709
41.0555231,29.10368041
41.22142673,28.8759363
41.20071699,29.15622965
41.04085766,29.15064628
41.05323497,28.89432638
40.96105625,29.03856403
41.18578627,29.14091981
41.22958346,29.11521614
41.08488014,28.89445011
40.91040058,29.02963099
41.1261496,29.04375493
41.19932669,28.93420039
41.10490245,28.94177713
41.18203935,29.07238654
41.06610932,29.13936339
41.06137369,28.89533912
41.05938674,28.81353681
41.16927959,28.88919814
41.15418305,29.19447928
41.08630174,28.88233178
41.16883252,29.20857071
41.0902146,29.15014827
41.15339037,29.20831297
41.0410959,28.81448311
40.92289656,29.12161658
41.11483594,29.21917116
41.02489093,28.79903542
41.19727263,29.15484971
41.10454847,29.11385094
41.13353567,29.01975755
41.0985762,28.92507407
41.16595718,29.0006743
41.02096441,29.08602099
40.94418006,29.10443491
41.08521155,29.12041706
41.15311094,28.97334379
41.09960373,28.83403513
41.10312628,28.88881701
41.09918485,29.03645204
40.96576473,29.09268825
41.16418102,28.90845686
41.05145652,28.85524451
41.23292655,28.92310529
41.09947997,29.17490387
40.92980135,28.96087194
41.18671775,28.87676708
41.03058997,28.91957966
41.059074,29.23348831
41.20104508,29.05438245
40.9456023,28.94355972
40.98678189,28.89262106
41.13097349,28.95215993
41.20868234,28.95506086
40.97828896,29.0230796
41.14193641,29.20886674
41.11356577,28.8715967
40.98624721,28.870086
41.04768108,28.95891012
41.0335732,28.92645027
41.08118053,28.84763005
41.04463891,28.97941237
41.11014407,28.99137085
41.03775706,28.82621676
40.94994981,29.05987985
40.9820581,28.92701571
41.12429767,28.81520678
41.09265598,28.93857291
40.92523167,28.9365218
41.15380194,29.12311577
41.00405814,29.16469011
41.1596222,29.1404359
40.9574113,28.99013603
41.04231207,29.14417036
41.16430192,29.02603768
41.07968098,28.85951812
41.18425025,28.85120104
41.06932876,29.21402787
41.2384069,28.93834011
41.06378507,28.8423465
41.08437124,28.83876944
41.07494475,29.09476771
40.99481513,29.03905928
41.15891579,28.85900794
41.09674845,28.99163139
41.04334133,28.83673726
41.08145508,29.0007274
41.17900678,28.85180662
40.96258799,29.02316665
41.02251517,29.09562199
41.12527588,29.05808613
41.09704723,29.12494044
41.06920508,29.05423315
41.14258483,29.046023
41.14147642,28.83366716
41.11958742,29.06499299
41.07986717,29.21363743
41.07399198,29.21922687
41.16792791,28.93841604
41.12431146,28.87812704
41.13279828,29.04194486
41.10452818,29.19119483
41.14197108,29.08352754
41.1987008,28.96281225
41.04747295,28.79805271
40.98604791,28.95173587
41.0263811,28.96650229
40.97730693,28.9223224
41.05451821,28.88811019
41.13830345,28.97178632
41.06000321,29.02943566
41.17957476,28.88490878
40.93294487,28.90181965
40.92293753,29.06286973
41.08370153,29.09515437
41.16988232,29.13952532
41.0366706,28.94006097
41.03071871,28.88923999
41.20027936,29.03642356
40.97238332,28.9049705
41.11983649,28.83826498
41.01592513,29.14163265
40.94196807,28.93307358
41.0329022,28.84832979
41.02476186,29.23878925
40.97539883,28.93958121
41.07686161,28.93040911
41.19455571,28.94874668
40.97994679,28.9135625
40.97291183,29.04244077
40.99192139,29.2202507
41.20448375,28.96976316
40.96966782,29.00571317
41.09262932,29.1412844
41.2261065,28.99849704
41.10352958,28.81808322
41.17040199,28.89100143
41.1667538,28.98689267
40.94763262,28.92963627
41.16169,28.96070668
41.08694297,29.04643746
40.98625033,29.03613006
41.04526368,28.85024583
41.22839008,29.0955741
40.95165319,29.173648
40.97375741,28.85103087
41.11428744,29.05424581
41.07732615,28.99566634
41.04491321,28.82985743
41.08878033,29.0700741
40.98616987,29.1668456
41.05357381,29.08354091
41.23499868,29.04592473
41.2343476,29.07012266
40.96361128,28.94079964
41.07926517,29.15865542
41.22317698,29.05067984
40.9671422,29.03616286
40.90862014,29.05708449
41.22324592,28.90647479
41.13987203,29.13114317
41.09937859,28.92264026
41.06378783,29.02170805
41.12094171,28.82678113
40.95984988,28.99487005
41.25360159,29.08077249
41.11113558,29.02294234
41.0360623,28.93096462
40.93484908,29.06146481
41.16139057,28.9446089
41.07057195,29.16585476
40.98315438,29.04647236
41.2169211,29.17080621
41.15398869,28.88934942
41.01925745,28.86437625
41.17110472,28.95427001
41.15058874,29.2273088
41.00756479,29.18615042
41.16209396,28.85019685
40.9389406,28.9695895
41.18536762,29.02271358
41.04574589,28.99570707
41.17206333,28.83021841
41.15150953,29.16735805
41.00273321,28.83316878
41.0612178,29.01739197
41.00710434,29.21531549
41.14891758,29.16622716
41.16054896,29.02837498
40.94086025,28.98897225
41.17351703,29.11345198
41.06386306,29.13008606
41.18260949,29.00057994
40.93377655,28.91078537
40.99952994,28.81042888
41.08185312,29.2091855
40.99590557,28.94974883
41.17914254,29.10218297
41.04899152,29.0635172
40.96982756,29.06665774
41.14941423,28.84280706
41.23209316,29.10816244
41.12875397,29.0257814
41.12443589,29.09043844
41.23596419,28.95360255
41.03294717,28.98039166
41.03013849,29.24665483
40.97266152,28.95208452
40.95656237,29.11079062
40.94488191,29.08573462
40.97427339,28.95014944
41.04918315,29.25064023
40.94610191,29.04693959
41.22586607,29.13244953
41.0591543,29.00855581
40.97370874,28.89745052
41.10290414,29.19914377
41.11380582,28.84950697
41.0152575,28.90497953
41.03806462,29.16684868
41.05050008,28.93119865
41.01590321,29.01724714
40.98200185,28.90084514
40.94085985,28.91336501
41.11576592,28.97930718
41.11061191,29.22372947
40.98275688,28.99962671
41.11629661,29.17998692
41.21968526,29.16391059
41.14230741,29.10851582
41.12482346,28.84337339
40.98690972,29.13577672
41.03011023,29.08413918
41.08054702,28.87444501
41.04565408,29.23242937
41.07656471,29.09707874
40.96849213,29.16498934
41.07687331,29.18597228
40.99903453,29.07652415
41.03011669,29.16293092
41.02305451,29.20561348
41.01656321,28.94129446
40.99454366,29.15170189
41.07931687,29.24407454
41.23311794,28.95068432
41.15985477,28.8885187
40.96736289,28.97107041
41.05886898,29.04623812
41.07269304,29.04904093
40.98767364,28.89470421
41.14794207,29.11404255
41.23833103,28.92714109
41.05625283,28.84016013
41.02656382,29.14836854
41.04001292,28.90691848
41.14688717,29.04192044
41.22188454,29.05999337
40.94143235,29.15927806
40.91954911,28.99829914
41.08600049,28.94720691
41.24035756,29.013527
41.19127471,28.87306927
41.02423024,28.9919718
40.96150806,28.98817548
41.1156757,29.05760761
40.92778903,28.93335401
41.02323917,28.80141998
41.14297461,28.90663645
41.06357575,28.8874549
41.25170711,29.0639878
41.16376238,28.87936214
40.97655715,28.92256674
40.99399067,29.19805182
41.13314235,28.87649041
41.00822956,28.94780572
41.08475166,28.97040947
41.08171295,29.0990818
41.18991638,28.91450704
41.21013536,28.94690271
41.12236899,29.12039629
41.09292226,29.02342564
41.04015713,29.21494786
41.15529727,29.0449181
41.18409909,29.12352391
41.01259084,28.80412002
41.08880919,29.04042376
41.16111555,28.91634367
41.1263829,28.88682258
40.90707277,28.97761293
41.11649932,28.93412201
41.13740342,29.03270968
41.1098428,28.87895075
41.02138396,28.84329775
41.04752036,29.21888217
41.08606214,28.93151714
41.01542713,29.08547369
41.0165183,29.16152099
40.96542749,28.95803668
40.98122009,29.19300041
40.97512046,28.94770437
41.12133975,29.24335498
41.25141451,29.02049229
41.15662676,29.21414106
41.08390752,28.87202097
41.05236163,29.09923424
41.02625462,28.9859818
40.91655792,29.06067067
41.13322489,28.88622055
41.00801344,29.0889344
41.10981877,29.03894193
41.02294817,29.16583903
41.00751552,29.10106716
41.03778648,29.05443383
40.99197068,29.13538689
41.07282567,29.25493059
40.92182062,29.12283756
41.21439622,29.1644318
41.04091724,29.19130169
41.04160822,29.22713456
41.20268487,28.89247213
40.91275049,28.93934778
41.15591639,28.82698528
41.15012238,29.10793118
40.9595763,29.01018252
40.98102797,28.90060106
41.15083878,29.01940045
41.10097582,29.00247082
41.18810338,28.99343932
41.10814983,29.21470261
40.96740495,28.97489759
41.20533415,28.86887313
40.9905518,29.10115351
40.90716047,29.01233764
41.13689586,29.07460072
41.09566714,29.15505847
40.92708337,28.92250098
41.18843959,28.88729136
41.24581137,29.0539722
41.03590252,29.22305492
41.00290051,28.85554902
41.18965136,28.9097169
41.0112959,28.80894374
40.96400281,29.0146007
41.20289471,29.17567552
40.94945825,29.04436271
40.92676847,28.93709521
41.05780705,28.89295072
41.01550165,28.9974831
41.08477995,29.10266579
41.17093056,29.09231987
41.2401571,29.09815543
41.06238708,29.23921635
41.18849966,28.85223364
40.96549395,29.15374424
41.21336741,29.16014413
41.12099887,29.15092379
41.144438,28.93162874
41.21849552,29.01615904
41.14643838,29.01260774
41.14993896,29.01005237
41.02933449,28.84251566
41.17794444,29.07287685
41.05999797,28.81114661
40.91058644,28.98786133
41.1250762,29.04710657
40.92348344,28.97775469
40.97985578,29.18534019
41.05896823,29.12451383
41.01393071,29.20230966
41.05062724,29.03436915
41.09723856,29.02575906
41.04285092,28.89732721
41.17214898,29.05453071
41.13481136,29.0285944
41.08827491,28.97603015
40.96011816,28.90688936
41.19290238,28.94500617
40.91610626,28.92546279
41.14713681,29.11210178
40.99903064,29.20391267
41.12424035,28.98545939
40.92583594,28.9495567
41.19632606,29.00743989
41.25406989,29.03449139
41.07073354,29.05904094
41.15000743,28.92153833
41.16681315,29.2145095
41.06532826,29.14992129
41.08711795,29.16631017
41.07872969,28.93592754
41.06197171,29.0954412
41.11798116,29.15219727
41.00569504,28.95903382
41.03189518,29.18460754
40.93141286,28.98100428
41.1046912,28.98044376
41.03494691,28.88831742
41.11500906,29.16338678
41.12608603,29.03263673
40.96216064,28.89203666
41.13793125,29.03431391
41.11604821,28.94429489
40.94144746,29.01042918
41.07191721,28.9306091
41.05514279,29.07690301
40.98605133,29.00561643
41.19324795,28.99589109
41.20015031,29.15212334
41.11638987,28.9276096
41.00622485,29.11389435
41.14415324,29.23464399
41.20098313,28.85598929
40.96386626,29.15975845
41.16953629,29.19718202
40.9766025,29.10807546
40.99827839,28.82593923
41.03931729,29.23960345
41.14180838,29.14053647
41.19763228,29.10061676
41.10908282,28.87111837
41.1105303,29.0585361
40.98907767,29.04764674
41.05998743,28.90464886
40.91550336,29.02725058
41.1544605,29.10573401
40.96336984,29.17929733
41.038442,28.89855066
41.10822484,29.03963354
41.19167426,28.88056334
41.05656403,29.18457381
40.99838595,28.99253665
41.11843897,29.07085628
41.21585164,29.04706268
40.97697318,28.85016418
41.10714489,29.11964102
41.15723265,29.21206474
41.18019049,28.87987422
40.99201392,28.94194514
41.03107605,28.82985235
41.10217973,28.80277384
41.20164686,28.98442352
41.18942593,28.86064529
41.00435023,28.99779104
41.20153408,28.89922916
41.04781655,29.23595856
41.00223504,29.02713581
41.11778383,29.11055682
40.97315723,29.08706959
41.00259148,28.81634324
41.02405565,28.85625548
41.05268153,29.21207326
41.19207284,28.8416381
41.04193536,29.0833917
41.15547432,29.207195
41.13505827,28.90808718
41.14408963,28.94608336
40.95015235,29.11840822
41.05585368,29.07856532
41.07331576,28.92164914
40.95255178,29.02184949
41.15361855,29.04833061
41.11402665,29.0265726
41.010466,29.169612
41.01745955,28.93930273
40.99476729,29.12336934
41.14480182,29.05971447
40.92036509,29.04754009
41.0253819,28.94854132
41.16018709,28.96689746
41.12954039,28.99123771
41.20122027,28.99417421
41.00554405,29.19183399
41.05615238,28.88088813
41.1604569,28.86698213
40.98291775,29.01555608
41.04741397,28.91763106
41.20732757,28.88539222
41.21603751,29.0001716
40.96985324,29.19596168
40.93469874,29.0879062
41.23468718,28.97719162
41.06639485,29.16961489
41.0151107,29.17543485
41.04119743,29.18346345
40.98766585,28.85630083
41.12723246,29.17493426
41.13637463,29.02441216
40.97295426,28.86097718
40.99939026,29.03690816
41.13434015,28.80754085
41.0385267,28.93962058
41.19363907,29.11061789
41.1478452,29.16638327
41.12176941,29.21097715
41.2352936,29.04786713
41.05165723,29.22009828
40.91669449,28.97814351
41.04318649,28.84256029
40.94071367,28.98814046
41.07676668,28.96874866
41.09500162,29.08269515
40.9647722,28.97687761
41.15717352,29.1172191
41.02432747,29.2197153
41.12959749,28.79657101
41.02991635,29.02186632
41.18112423,28.88946626
41.20731199,29.17412629
40.92614845,29.01795604
41.06219614,29.08354229
41.14851759,28.97077473
41.1755036,28.97401826
41.10890867,29.11895266
41.13267823,29.24131316
41.12041097,28.79204785
41.03366083,29.22195656
41.07861363,29.2156633
41.06902057,28.89920213
41.18159752,29.1245964
41.156526,28.94510802
41.22545746,28.99847247
40.93346348,29.04301591
41.03617192,28.80542029
41.24445268,29.04698008
41.11023445,29.25734704
41.18750103,28.93286485
41.06677041,29.04431588
41.0938585,28.88279464
40.97048255,28.95004341
41.02557822,28.87864175
41.01045701,29.04073635
41.10893528,28.98029271
41.0309168,28.87006669
40.96058277,28.94741404
41.03605372,29.16654007
41.23020911,29.05852209
41.059335,29.20134033
41.05674653,28.97964207
41.11079577,28.82075885
41.16564797,29.01917106
41.24336126,29.06063743
41.16492707,28.88222391
41.06537273,29.07555097
40.99572717,29.22240262
41.11691832,29.14258265
41.17815988,29.14716879
40.99843596,28.82655855
41.07909406,28.91687565
41.12028125,29.21305984
41.09516336,29.00879463
41.01916117,29.18412183
41.10332478,28.96800337
40.94871884,29.10276769
41.07814929,28.83868167
40.96031253,28.94164969
41.13678982,28.83102123
41.06578995,28.94799734
41.16699369,29.04148849
41.21797265,28.91686137
40.92614781,28.91873207
41.00924011,28.97063675
41.10589813,29.18860862
41.11801627,28.80052079
41.14450599,28.81557355
41.09544091,28.86889179
40.98232308,28.86137104
41.11742788,29.11013965
40.90238417,29.03529368
41.08533891,29.08840634
41.04074139,29.01359725
41.172734,29.02605339
41.15526112,29.22726599
41.02549732,28.89394365
41.11784217,29.20138329
41.15612992,29.06027843
41.04282299,28.98875738
40.95962771,29.04079612
40.97661526,28.95138531
40.98166432,29.11298195
41.02050104,29.08942377
41.02495992,28.95490478
41.1203484,29.04424331
41.21546002,29.0712709
40.97859372,28.89690753
41.1122752,28.98508439
41.03531836,28.89567779
41.1247726,28.99432608
41.09650885,29.09418262
41.06765034,29.16227063
40.93888589,28.93477331
41.20787567,29.18343581
41.10071549,29.19937503
40.91067915,29.03633179
41.13362628,29.19808546
41.0116194,28.91568999
41.04673806,29.23374049
40.97847815,29.14721971
40.98999083,28.93283908
41.16466039,29.079033
41.02820522,28.98920693
40.99725267,29.22571398
40.92418353,29.13814896
41.04315708,28.9618393
41.24826209,29.09002731
40.92342799,29.00366163
41.10280538,28.99278871
41.13430159,29.05915484
40.98610122,29.06286468
41.15360607,29.22734155
40.94425694,28.86649253
40.92738636,29.10732688
40.99139602,29.03340458
41.07112112,28.8103312
41.04270769,28.83984109
41.07134272,29.2225415
41.13773772,29.20583636
41.09380754,29.00770897
40.99976115,29.04578346
41.00011091,28.83418204
41.11354653,28.78852624
41.12581648,29.02700187
41.16389978,28.81230705
41.06765027,28.83554764
41.16548169,28.95933807
41.05485609,29.00478108
41.01225123,28.909063
